Identification de l'installation/ Facility Identification,Nom du propriétaire/ Owner Name,Nom du système / System Name,Ville/ City,Province (Anglais)/ Province (English),Province (Français) / Province (French),Code postal/ Postal Code,Type de propriétaire (Anglais) / Owner Type (English),Type de propriétaire (Français)/ Owner Type (French),Type d'exploitant (Anglais)/ Operator Type (English),Type d'exploitant  (Français) / Operator Type (French),Volume journalier moyen de l'effluent (m3) / Average Daily Effluent Volume (m3),Méthode de calcul (Anglais) / Method of Calculation (English),Méthode de calcul  (Français)/ Method of Calculation (French),Description de la méthode de calcul/ Description of Calculation Method ,Indicateur - Utilisation de chlore (Anglais)/ Chlorine Use Indicator (English),Indicateur - Utilisation de chlore (Français) / Chlorine Use Indicator (French),Type du système (Anglais)/ System Type (English),Type du système (Français)/ System Type (French),Types de traitement (Anglais)/ Treatment Types (English),Types de traitement (Français)/ Treatment Types (French),Description des autres traitements / Other Treatment Description,Description du lieu de rejet (Anglais) / Discharge Place Description (English),Description du lieu de rejet (Français) / Discharge Place Description (French),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Anglais)/ Is the hydraulic retention time 5 days or more? (English),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Français) / Is the hydraulic retention time 5 days or more? (French),Fréquence de reportage (Anglais)/ Reporting Frequency (English),Fréquence de reportage (Français) / Reporting Frequency (French),Périodes decalcul (Anglais)/ Averaging Period (English),Périodes de calcul (Français) / Averaging Period (French),Latitude/ Latitude,Longitude/ Longitude,Statut de Vérification du point (Anglais)/ Verification status of the point (English),Statut de Vérification du point (Français)/ Verification status of the point (French),Type de point (Anglais)/ Type of Point (English),Type de point (Français) / Type of Point (French),Nom de la masse d'eau fréquentée par les poissons/ Name of body of water frequented by fish,Nom de la masse d'eau au point d'entrée/ Name of the water at point of entry, Description de l'utilisation de l'eau (Anglais)/ Description of use of water (English),Description de l'utilisation de l'eau (Français)/ Description of use of water (French),Description des eaux fréquentées par les poisons (Anglais) / Description of water frequented by fish (English),Description des eaux fréquentées par les poisons (Français)/ Description of water frequented by fish (French),État du système (Anglais)/ System status (English),État du système (Français)/ System status (French)
11635,Ville de Québec,Station Ouest d'épuration des eaux usées,Québec,Quebec,Québec,G1X 4B3,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,164279,Other method of calculation based on measurements,Autre méthode de calcul fondée sur les mesures,Débit mesuré  en continu à l'affluent de la station duquel sont soustraits tous les débits dérivés à l'intérieur de la station et le résultat constitue le débit quotidien d'effluent traité,No,Non,Continuous,Continu,Other Treatment Type,Autres types de traitement,"Dégrillage, dessablage, déshuilage, traitement primaire par décantation lamellaire, traitement secondaire par biofiltration, désinfection aux UV de juin à septembre inclusivement",Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,46.7895,-71.318,Verified,Vérifié,Final Discharge Point,Point de rejet final,Fleuve Saint-Laurent,Fleuve-Saint-Laurent (diffuseur),,,,,operational,opérationnel
9765,Ville de Repentigny,station de traitement des eaux usées,Repentigny,Quebec,Québec,J6A0A6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,25000,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation Clarification, Skimming","Dessablage, Dégrillage, Floculation chimique, Sédimentation clarification primaire, Écrémage",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,45.7359,-73.445,Verified,Vérifié,Final Discharge Point,Point de rejet final,Fleuve St-Laurent,,Other recreational (e.g. boating),Autre contact récréatif (bateau),Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
10171,Ville de Repentigny,"Station traitement étangs aérées, Repentigny/Charlemagne",Repentigny,Quebec,Québec,J5Z4X7,Municipal or another local authority,Municipalité ou une autre autorité locale,Other,Autre,10215,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Lagoon Aerated, Chemical Precipitation Phosphorus","Dégrillage, Étangs Aérée, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Quarterly,Trimestriel,Quarterly,Trimestriel,45.7367,-73.4896,Verified,Vérifié,Final Discharge Point,Point de rejet final,,Rivière L'Assomption,Other recreational (e.g. boating),Autre contact récréatif (bateau),Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
24298,VILLE DE RIGAUD,USINE D'ÉPURATION DES EAUX,RIGAUD,Quebec,Québec,J0P1P0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1934,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Continuous,Continu,"Screening, Lagoon Aerated, Chemical Precipitation Phosphorus","Dégrillage, Étangs Aérée, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,45.4845,-74.2967,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,Other,Autre,Other,Autre,operational,opérationnel
25971,Ville de Rimouski,Station d'épuration district Le Bic secteur Village,Rimouski,Quebec,Québec,G0L 1B0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1191,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.3761,-68.7067,Verified,Vérifié,Final Discharge Point,Point de rejet final,Fleuve Saint-Laurent (regard de sortie étangs),Estuaire de la rivière du Bic,Other recreational (e.g. boating),Autre contact récréatif (bateau),Estuary,Estuaire,operational,opérationnel
25972,Ville de Rimouski,"Station d'épuration district Le Bic, secteur des Berges",Rimouski,Quebec,Québec,G0L 1B0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,64.7,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Non-applicable,Non applicable,Non-applicable,Non Applicable,48.391,-68.6806,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
25970,Ville de Rimouski,Station d'épuration district Sainte-Blandine,Rimouski,Quebec,Québec,G5N 5N3,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1408,Estimate based on the measured rate of effluent flow,Estimations fondée sur la mesure du débit de l'effluent,,No,Non,Continuous,Continu,"Lagoon Aerated, Chemical Precipitation Phosphorus","Étangs Aérée, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.3797,-68.4644,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
9248,Ville de Rimouski,Station d'épuration Rimouski-est,Rimouski,Quebec,Québec,G5L 2P7,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,29889,Other method of calculation based on measurements,Autre méthode de calcul fondée sur les mesures,"Mesure en continu du volume d'affluent (multi-affluent, sommation des volumes d'affluent de 5 postes de pompage)",No,Non,Continuous,Continu,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Quarterly,Trimestriel,Monthly,Mensuel,48.4755,-68.4869,Verified,Vérifié,Final Discharge Point,Point de rejet final,Chambre de sortie des étangs aérés,,,,,,operational,opérationnel
8979,Ville de Rivière-du-Loup,Station d'épuration,Riviere-du-Loup,Quebec,Québec,G5R3Y7,Municipal or another local authority,Municipalité ou une autre autorité locale,Other,Autre,16000,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Lagoon Aerobic","Dessablage, Dégrillage, Étangs Aérobie",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Quarterly,Trimestriel,Quarterly,Trimestriel,47.8365,-69.5515,Estimated,Estimé,Final Discharge Point,Point de rejet final,Fleuve St-Laurent,Fleuve St-Laurent,Commercial fishing,Pêche commerciale,Estuary,Estuaire,operational,opérationnel
23613,Ville de Roberval,Station traitement eaux usées,Roberval,Quebec,Québec,G8H 2H9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,9213,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Lagoon Aerated, Lagoon Facultative, Polishing Ponds","Dessablage, Dégrillage, Étangs Aérée, Étangs Facultative, Polishing Ponds",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Quarterly,Trimestriel,Quarterly,Trimestriel,48.4929,-72.2317,Verified,Vérifié,Final Discharge Point,Point de rejet final,Lac-St-Jean,Lac-St-Jean,Sport fishing,Pêche sportive,Natural lake,Lac naturel,operational,opérationnel
24216,Ville de Rouyn-Noranda,Étangs Beaudry,Rouyn-Noranda,Quebec,Québec,J9Y1M5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,227,Determined on the basis of the system's average design rate of influent flow,Déterminé à partir du débit de conception moyen d'affluent de ce système,,No,Non,Continuous,Continu,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.1108,-79.1399,Estimated,Estimé,Final Discharge Point,Point de rejet final,Lac Montbeillard,Ruisseau Saint-Pierre-Rivest,Sport fishing,Pêche sportive,Natural lake,Lac naturel,operational,opérationnel
27051,Ville de Rouyn-Noranda,Étangs Cadillac,Rouyn-Noranda,Quebec,Québec,J0Y1C0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,518,Determined on the basis of the system's average design rate of influent flow,Déterminé à partir du débit de conception moyen d'affluent de ce système,,No,Non,Continuous,Continu,"Lagoon Aerated, Chemical Precipitation Phosphorus","Étangs Aérée, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.2555,-78.9651,Estimated,Estimé,Final Discharge Point,Point de rejet final,Lac Preissac,Ruisseau Beauchemin,Sport fishing,Pêche sportive,Natural lake,Lac naturel,operational,opérationnel
24212,Ville de Rouyn-Noranda,Étangs Évain,Rouyn-Noranda,Quebec,Québec,J0Z1Y0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1315,Determined on the basis of the system's average design rate of influent flow,Déterminé à partir du débit de conception moyen d'affluent de ce système,,No,Non,Continuous,Continu,"Screening, Lagoon Aerated, Chemical Precipitation Phosphorus","Dégrillage, Étangs Aérée, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.2274,-79.1305,Estimated,Estimé,Final Discharge Point,Point de rejet final,Rivière Pelletier,Rivière Pelletier,Sport fishing,Pêche sportive,Watercourse with bulk flow ratio < 10,Cours d'eau avec un coefficient de débit brut < 10,operational,opérationnel
24215,Ville de Rouyn-Noranda,Étangs Granada,Rouyn-Noranda,Quebec,Québec,J9Y1J9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,334,Determined on the basis of the system's average design rate of influent flow,Déterminé à partir du débit de conception moyen d'affluent de ce système,,No,Non,Continuous,Continu,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.1887,-79.0485,Estimated,Estimé,Final Discharge Point,Point de rejet final,Lac Gamble,Fossé artificiel,Sport fishing,Pêche sportive,Natural lake,Lac naturel,operational,opérationnel
24213,Ville de Rouyn-Noranda,Étangs Noranda-Nord et Lac Dufault,Rouyn-Noranda,Quebec,Québec,J9X5C3,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1450,Determined on the basis of the system's average design rate of influent flow,Déterminé à partir du débit de conception moyen d'affluent de ce système,,No,Non,Continuous,Continu,"Grit Removal, Screening, Lagoon Aerated, Chemical Precipitation Phosphorus","Dessablage, Dégrillage, Étangs Aérée, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.2864,-79.0308,Estimated,Estimé,Final Discharge Point,Point de rejet final,Ruisseau Osisko,Fossé artificiel et bassin de polissage de la Fonderie Horne,Sport fishing,Pêche sportive,Watercourse with bulk flow ratio < 10,Cours d'eau avec un coefficient de débit brut < 10,operational,opérationnel
7370,Ville de Rouyn-Noranda,Étangs Rouyn-Noranda,Rouyn-Noranda,Quebec,Québec,J9X6E2,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,15105,Determined on the basis of the system's average design rate of influent flow,Déterminé à partir du débit de conception moyen d'affluent de ce système,,No,Non,Continuous,Continu,"Grit Removal, Screening, Lagoon Aerated, Chemical Precipitation Phosphorus","Dessablage, Dégrillage, Étangs Aérée, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Quarterly,Trimestriel,Quarterly,Trimestriel,48.2556,-78.961,Estimated,Estimé,Final Discharge Point,Point de rejet final,Ruisseau Osisko,Fossé artificiel,Sport fishing,Pêche sportive,Watercourse with bulk flow ratio < 10,Cours d'eau avec un coefficient de débit brut < 10,operational,opérationnel
24184,Ville de Saguenay,Étangs aérées Laterrière,Laterrière,Quebec,Québec,G7N 1P7,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,510.9,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoon Aerated,Étangs Aérée,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,48.3088,-71.1051,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
